,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions,org_type,org_category
5397,93.0,115728.0,Virginia Beach SPCA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7179,Virginia Beach,nan,139929.0,3.33,Chief Executive Officer,-711131.0,92.5,294378,5518065,453991.0,92.74,0,3785522,VA,1280409,Animals,"Animal Rights, Welfare, and Services"
5398,92.0,146527.0,Virginia Aquarium & Marine Science Center Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10985,Virginia Beach,nan,,,nan,7589508.0,90.0,310042,24184403,1075288.0,90.94,0,2698614,VA,8133196,Animals,Zoos and Aquariums
5399,100.0,713601.0,Village Missions,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4694,Dallas,nan,71702.0,1.15,Executive Director,-162375.0,75.49,245785,-1077268,148047.0,82.66,0,5274734,OR,5923698,Religion,Religious Activities
5400,100.0,666865.0,VillageReach,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13400,Seattle,nan,84494.0,1.23,President,4912714.0,97.5,37715,10125482,-15613.0,98.23,0,6139715,WA,10603861,International,Development and Relief Services
5401,89.0,439989.0,Vietnam Veterans Memorial Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5407,Arlington,nan,248740.0,3.34,"President, CEO",4460019.0,66.35,2180879,30647997,559364.0,74.96,0,4812275,VA,11127473,"Arts, Culture, Humanities","Libraries, Historical Societies and Landmark Preservation"
5402,77.0,718130.0,View,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14347,Old Forge,nan,70784.0,5.03,Executive Director,165776.0,67.55,58724,6385706,205004.0,71.87,0,630218,NY,1063634,"Arts, Culture, Humanities",Performing Arts
5403,63.0,314023.0,Victory Ministries of Alaska,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8504,Wasilla,nan,,,nan,341055.0,87.12,48024,4045657,34109.0,72.29,0,1597958,AK,1202322,Religion,Religious Activities
5404,100.0,124456.0,Village Enterprise,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11866,San Carlos,nan,141073.0,6.78,"President, CEO",-33808.0,88.6,345946,689557,11236.0,91.93,0,1610060,CA,2035418,International,Development and Relief Services
5405,74.0,440061.0,Victory Junction Gang,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9593,Randleman,nan,125484.0,2.02,CEO,-10065.0,79.7,1065655,40129892,407562.0,76.67,0,4678256,NC,5766345,Health,Patient and Family Support
5406,85.0,352910.0,Virgin Unite USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13247,New York,nan,,,CEO,1533826.0,83.46,340993,14502914,415377.0,84.21,0,2905248,NY,4717600,International,Development and Relief Services
5407,55.0,122275.0,Victory in Grace Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14137,Lake Zurich,nan,,,nan,-257975.0,92.5,43739,200087,534.0,67.74,0,1340940,IL,1044548,Religion,Religious Media and Broadcasting
5408,96.0,212095.0,VH1 Save The Music Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12802,New York,nan,,,Executive Director,352773.0,63.92,663669,816523,802.0,74.33,0,2014006,NY,3241741,Education,Youth Education Programs and Services
5409,81.0,355680.0,Veterans of Foreign Wars Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7661,Kansas City,nan,,,President,-236477.0,93.22,216019,10669159,485058.0,85.73,0,2612081,MO,2462245,Human Services,Social Services
5410,89.0,305895.0,Victory Garden Theater,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15277,Chicago,nan,88692.0,3.19,Managing Director,-155113.0,90.1,213758,9701395,96489.0,89.53,0,2258746,IL,1870170,"Arts, Culture, Humanities",Performing Arts
5411,85.0,702866.0,Vesterheim Norwegian-American Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16454,Decorah,nan,110832.0,4.9,"President, CEO",656901.0,78.83,274101,14863506,522080.0,81.65,0,1281460,IA,1503694,"Arts, Culture, Humanities",Museums
5412,89.0,1851273.0,Vero Beach Museum of Art,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13714,Vero Beach,nan,228564.0,3.56,Executive Director,1848869.0,75.33,1018660,45371565,2033552.0,80.9,0,3532519,FL,5410298,"Arts, Culture, Humanities",Museums
5413,100.0,665933.0,Veterans of Foreign Wars National Home for Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6974,Eaton Rapids,nan,94497.0,1.83,Executive Director,-1184207.0,78.68,870500,17468188,266163.0,84.92,0,3616876,MI,3696925,Human Services,Children's and Family Services
5414,100.0,1517071.0,Vermont Public Radio,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8895,Colchester,nan,181375.0,1.87,President & CEO,1136988.0,89.1,1423561,25494995,410866.0,92.29,0,6708988,VT,8329463,"Arts, Culture, Humanities",Public Broadcasting and Media
5415,96.0,290930.0,Village Health Works,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16784,New York,nan,136064.0,5.23,Chief Executive Officer,6896188.0,97.91,224307,11797587,3309.0,96.8,0,2081569,NY,9444398,International,Development and Relief Services
5416,96.0,873897.0,Vermont PBS,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5067,Colchester,nan,122500.0,2.06,President,-444831.0,73.33,1089723,5824629,1241518.0,80.93,0,3967708,VT,3529182,"Arts, Culture, Humanities",Public Broadcasting and Media
5417,81.0,172140.0,Vermont Natural Resources Council,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7737,Montpelier,nan,85828.0,9.22,Executive Director,193573.0,81.71,95093,2850608,82458.0,81.35,0,663403,VT,1034159,Environment,Environmental Protection and Conservation
5418,89.0,1482123.0,Victoria Theatre Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6626,Dayton,nan,270308.0,1.56,President,540139.0,82.5,522639,1459717,648568.0,85.38,0,15276557,OH,3337330,"Arts, Culture, Humanities",Performing Arts
5419,93.0,455780.0,Vermont Institute of Natural Science,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5960,Quechee,nan,71209.0,5.03,Executive Director,-50237.0,59.38,131503,3601867,87266.0,70.85,0,827825,VT,667939,Environment,"Botanical Gardens, Parks, and Nature Centers"
5420,89.0,363449.0,Vermont Historical Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15543,Barre,nan,5297.0,0.27,Executive Director,66843.0,75.13,185173,7045392,382471.0,80.77,0,1377657,VT,1532516,"Arts, Culture, Humanities","Libraries, Historical Societies and Landmark Preservation"
5421,100.0,650625.0,Vermont Foodbank,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8918,Barre,nan,131608.0,0.53,Chief Executive Officer,2127323.0,92.26,1244927,8580927,427957.0,94.52,0,22681413,VT,26067512,Human Services,"Food Banks, Food Pantries, and Food Distribution"
5422,89.0,71951.0,Vera Bradley Foundation for Breast Cancer,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15443,Fort Wayne,nan,,,Executive Director,-94875.0,75.7,44450,292328,140787.0,81.13,0,2400000,IN,2280739,Health,Medical Research
5423,96.0,126165.0,Venture Philanthropy Partners,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17447,Washington,nan,343874.0,4.45,"President, CEO",-2639403.0,90.0,423730,12382652,12754.0,92.38,0,7175421,DC,5073159,Education,Youth Education Programs and Services
5424,97.0,4511846.0,Venice Family Clinic,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5862,Venice,nan,209227.0,0.58,Chief Executive Officer,7749106.0,89.88,1650100,27057790,51652.0,92.53,0,29730458,CA,21188376,Health,Treatment and Prevention Services
5425,97.0,191983.0,Ventures,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11912,Seattle,nan,86377.0,6.65,Executive Director,209661.0,78.05,207300,1019078,11684.0,84.33,0,898296,WA,1295893,Community Development,Housing and Neighborhood Development
5426,89.0,294299.0,Venture Outdoors,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13820,Pittsburgh,nan,90000.0,6.87,Executive Director,346126.0,57.57,260655,678582,36361.0,69.0,0,754294,PA,661497,Environment,"Botanical Gardens, Parks, and Nature Centers"
5427,89.0,117063.0,Vegan Outreach,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11765,Davis,nan,27936.0,1.86,Executive Director,422737.0,96.47,153763,1385466,28277.0,91.83,0,1229186,CA,1894472,Animals,"Animal Rights, Welfare, and Services"
5428,85.0,139430.0,Vashon Center for the Arts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14938,Vashon Island,nan,54447.0,3.69,Executive Director,4108753.0,99.14,94991,20442643,29969.0,89.37,0,1240034,WA,5002918,"Arts, Culture, Humanities",Performing Arts
5429,96.0,293088.0,Variety the Children's Charity of St. Louis,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8808,St. Louis,nan,199967.0,5.53,Chief Executive Officer,339358.0,81.01,636839,6642288,-909659.0,86.27,0,2685773,MO,4731418,Human Services,Social Services
5430,85.0,142803.0,Variety the Children's Charity of Iowa,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15326,Des Moines,nan,,,nan,-221238.0,86.45,290866,946097,692252.0,85.7,31308,3676208,IA,3196387,Human Services,Social Services
5431,74.0,166514.0,Variety the Children's Charity Detroit,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8471,Birmingham,nan,114570.0,4.2,Executive Director,742848.0,97.41,130324,3550068,-65314.0,81.52,4429,2424948,MI,3529948,Human Services,Social Services
5432,89.0,119674.0,Variety - the Children's Charity of the Greater Philadelphia Region,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7794,Worcester,nan,,,Chief Executive Officer,236325.0,86.44,65146,2791759,44260.0,87.65,0,1124055,PA,1490140,Human Services,Social Services
5433,70.0,9491468.0,Van Andel Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6245,Grand Rapids,nan,,,Chief Executive Officer,130877133.0,84.28,1383678,1510590215,66274341.0,76.05,0,35440380,MI,110918318,Health,Medical Research
5434,92.0,110216.0,Vanderburgh Humane Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6138,Evansville,nan,54371.0,3.63,Executive Director,243561.0,84.04,97813,2218341,240247.0,87.37,0,1288650,IN,864061,Animals,"Animal Rights, Welfare, and Services"
5435,88.0,103120.0,Valley Public Radio,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9775,Clovis,nan,120564.0,5.53,President,472212.0,95.0,193157,3942919,-36192.0,90.8,0,1881644,CA,2682586,"Arts, Culture, Humanities",Public Broadcasting and Media
5436,92.0,153366.0,Valley Outreach,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15317,Stillwater,nan,81718.0,4.13,Executive Director,172207.0,89.67,37793,1070526,2033.0,90.76,0,1786955,MN,2148288,Human Services,Social Services
5437,96.0,4207683.0,Valley of the Sun YMCA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6399,Phoenix,nan,264825.0,0.74,"President, CEO",13832062.0,82.5,435983,27744527,16746535.0,87.3,370875,30714915,AZ,8510221,Human Services,Multipurpose Human Service Organizations
5438,96.0,3861813.0,Valley of the Sun United Way,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4687,Phoenix,nan,444676.0,0.45,"President, CEO",-1082336.0,82.5,4489799,60202240,2825161.0,87.3,441958,88492289,AZ,92247301,Community Development,United Ways
5439,89.0,154887.0,Valley Interfaith Community Resource Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15253,Lockland,nan,,,nan,29841.0,83.72,13363,248892,434.0,86.1,0,1139252,OH,1336909,Human Services,"Food Banks, Food Pantries, and Food Distribution"
5440,77.0,303432.0,The Valentine Theatre,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14838,Toledo,nan,78761.0,4.97,General Manager,-109846.0,86.41,59003,6249049,274866.0,81.1,0,1221258,OH,337751,"Arts, Culture, Humanities",Performing Arts
5441,100.0,135924.0,The Valerie Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8797,Maplewood,nan,169880.0,4.4,Executive Director,376270.0,93.88,538730,8614597,1176576.0,95.67,0,3178202,NJ,3052550,Health,Patient and Family Support
5442,89.0,498903.0,The Valentine Richmond History Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14941,Richmond,nan,122638.0,4.43,Director,-112186.0,91.15,262016,23148199,741282.0,90.01,0,2003602,VA,1806256,"Arts, Culture, Humanities",Museums
5443,59.0,59257.0,Vaad L'Hatzolas Nidchei Yisroel,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5985,Spring Valley,nan,,,President,-93510.0,65.38,13221,-334209,0.0,62.05,0,612804,NY,591772,Religion,Religious Activities
5444,44.0,54803.0,Vaad Harabbanim L'Inyanei Tzeduka,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13470,Lakewood,nan,,,nan,700628.0,92.5,769035,1863651,160.0,60.04,0,10485471,NJ,12009777,Religion,Religious Activities
5445,100.0,201163.0,V-Day,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10309,San Francisco,nan,200000.0,5.73,Executive Director,-1412745.0,86.65,92311,4045294,7372.0,90.56,0,3196513,CA,2069870,International,"International Peace, Security, and Affairs"
5446,100.0,1402434.0,The V Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5907,Cary,nan,311951.0,1.22,Chief Executive Officer,-721298.0,90.0,1648025,33094042,1436274.0,92.92,0,22415462,NC,23308349,Health,"Diseases, Disorders, and Disciplines"
5447,74.0,252601.0,Symphony Tacoma,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13863,Tacoma,nan,91453.0,7.52,Executive Director,-23054.0,80.57,105632,990814,95635.0,77.04,0,857209,WA,730946,"Arts, Culture, Humanities",Performing Arts
5448,96.0,914929.0,Symphony Space,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6007,New York,nan,165860.0,2.48,"Former President, CEO",-386405.0,84.87,670721,20419168,826774.0,88.93,0,5089518,NY,2385547,"Arts, Culture, Humanities",Performing Arts
5449,85.0,190100.0,Vanessa Behan Crisis Nursery,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15421,Spokane,nan,,,Executive Director,305199.0,86.3,250877,4846284,14179.0,85.63,0,1251038,WA,1973492,Human Services,Children's and Family Services
5450,89.0,113519.0,Sustainable South Bronx,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14728,Bronx,nan,125000.0,7.36,Executive Director,-257480.0,81.78,139524,92525,71888.0,84.95,0,1443946,NY,700728,Environment,Environmental Protection and Conservation
5451,62.0,128000.0,Swiftsure Ranch Theraputic Equestrian Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15946,Bellevue,nan,,,nan,526576.0,89.5,40100,4894824,81047.0,72.12,0,693652,ID,1307281,Health,Patient and Family Support
5452,55.0,250732.0,Sword of the Lord,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5247,Murfreesboro,nan,96192.0,8.25,Chairman,-356391.0,78.95,47588,4614992,-333186.0,64.87,0,867393,TN,788344,Religion,Religious Media and Broadcasting
5453,96.0,388862.0,Sustainable Northwest,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9993,Portland,nan,81731.0,5.05,President,-366990.0,65.82,161972,583974,18458.0,75.66,0,1064889,OR,1206885,Environment,Environmental Protection and Conservation
5454,96.0,238527.0,Sustainable Harvest International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8827,Ellsworth,nan,80652.0,4.37,Executive Director,-319974.0,86.15,151268,306455,14404.0,89.8,0,1455240,ME,1497927,International,Development and Relief Services
5455,96.0,488687.0,Sustainable Conservation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6442,San Francisco,nan,152990.0,3.0,Executive Director,-867000.0,86.4,953129,5455294,45522.0,89.97,0,3644455,CA,4167007,Environment,Environmental Protection and Conservation
5456,89.0,219708.0,Sustainable Food Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15395,Austin,nan,97500.0,4.44,Executive Director,750298.0,99.54,153465,5213100,93218.0,92.21,0,1817883,TX,2570338,Human Services,Social Services
5457,96.0,21039865.0,Susan G. Komen for the Cure,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4509,Dallas,nan,496324.0,0.24,Chief Executive Officer,11809106.0,73.6,21944341,198442585,17460966.0,81.11,0,156053196,TX,192956670,Health,"Diseases, Disorders, and Disciplines"
5458,89.0,158815.0,Symphony Silicon Valley,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13159,San Jose,nan,131000.0,3.98,President,70207.0,78.43,140639,1210077,109092.0,82.87,0,2990940,CA,1468982,"Arts, Culture, Humanities",Performing Arts
5459,96.0,500072.0,Surfrider Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6472,San Clemente,nan,155000.0,2.52,CEO,132283.0,81.26,711619,3204708,954678.0,86.45,0,4926625,CA,5315921,Environment,Environmental Protection and Conservation
5460,81.0,520097.0,The Supreme Court Historical Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8959,Washington,nan,183200.0,6.86,Executive Director,-81685.0,80.55,278814,14598800,616681.0,80.77,0,1868064,DC,1530809,"Arts, Culture, Humanities","Libraries, Historical Societies and Landmark Preservation"
