,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions,org_type,org_category
5296,81.0,496509.0,United Methodist Homes of New Jersey Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10020,Neptune,nan,,,nan,347849.0,55.48,392923,10974022,513130.0,65.77,0,482152,NJ,1206303,Human Services,Social Services
5297,89.0,3088522.0,Wallis Annenberg Center for the Performing Arts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9098,Beverly Hills,nan,178442.0,1.41,Managing Director,-3200377.0,88.01,1277687,73405268,-226590.0,88.49,0,8286285,CA,6461067,"Arts, Culture, Humanities",Performing Arts
5298,100.0,258619.0,United Palestinian Appeal,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5983,Washington,nan,115037.0,0.63,Executive Director,-519567.0,95.0,220656,3951861,152825.0,96.46,0,17577487,DC,17384370,International,Development and Relief Services
5299,93.0,3600884.0,United Methodist Committee on Relief,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10278,Atlanta,nan,127202.0,0.22,Deputy General Secretary,-10018033.0,91.38,553706,93189738,13683501.0,92.14,0,51359728,GA,22666043,International,Development and Relief Services
5300,85.0,162502.0,United Jewish Federation of Princeton Mercer Bucks,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10337,Lawrenceville,nan,,,nan,-61489.0,67.21,188816,1767954,30236.0,74.5,0,773076,NJ,1021797,Community Development,Jewish Federations
5301,85.0,370446.0,Warner Theatre,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8920,Torrington,nan,95000.0,2.78,Executive Director,-509306.0,81.15,262977,9395366,202551.0,82.96,0,2772201,CT,796554,"Arts, Culture, Humanities",Performing Arts
5302,74.0,366001.0,United Jewish Community of the Virginia Peninsula,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14123,Newport News,nan,150000.0,8.86,Executive Director,-202012.0,87.69,68787,5450809,-12238.0,79.65,0,1258105,VA,990668,Human and Civil Rights,Advocacy and Education
5303,96.0,2720558.0,United Hospital Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5988,New York,nan,467645.0,4.09,President,-5570593.0,75.28,907878,88956561,576998.0,82.29,0,7778426,NY,5141751,Research and Public Policy,Social and Public Policy Research
5304,93.0,317814.0,Walter Hoving Home,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10209,Garrison,nan,80281.0,2.99,President,-3117.0,97.18,124029,4000924,-23454.0,94.66,0,2240999,NY,2563490,Health,Treatment and Prevention Services
5305,100.0,1322937.0,United Hospice of Rockland,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12582,New City,nan,138583.0,1.81,Executive Director,258452.0,78.48,242959,16743904,303667.0,84.78,0,6077402,NY,819810,Human Services,Social Services
5306,66.0,145501.0,United Holy Land Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17403,Burbank,nan,72046.0,5.82,Executive Director,1125166.0,95.44,108092,3077894,-179203.0,75.74,0,982776,IL,2540738,International,Development and Relief Services
5307,90.0,136757.0,United for a Fair Economy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8892,Boston,nan,83716.0,8.83,Executive Director,156009.0,71.31,127734,243743,888.0,78.51,0,683296,MA,1083417,Research and Public Policy,Social and Public Policy Research
5308,100.0,598123.0,United Food Bank,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4604,Mesa,nan,112195.0,0.27,"President, CEO",225553.0,86.17,608758,5171825,134670.0,90.22,0,40297034,AZ,41186572,Human Services,"Food Banks, Food Pantries, and Food Distribution"
5309,97.0,117926.0,United Community Ministries (UCM of Alexandria),https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8588,Alexandria,nan,105000.0,2.07,Executive Director,177811.0,78.33,386180,1344441,104527.0,84.53,0,4561065,VA,3846736,Human Services,Social Services
5310,73.0,38738.0,United Food Bank and Services of Plant City,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15865,Plant City,nan,64306.0,2.78,Executive Director,175915.0,92.5,45836,726430,61959.0,80.18,0,2220512,FL,2419042,Human Services,"Food Banks, Food Pantries, and Food Distribution"
5311,93.0,1094163.0,United Methodist Children's Home,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10237,Montgomery,nan,151535.0,2.58,"President, CEO",-471120.0,79.21,415242,33609081,1117194.0,84.48,0,4361042,AL,2241564,Human Services,Children's and Family Services
5312,81.0,356187.0,United Breast Cancer Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11800,Huntington,nan,190000.0,2.05,Executive Director,657939.0,63.31,3234255,684046,3.0,70.78,0,5671929,NY,9920307,Health,"Diseases, Disorders, and Disciplines"
5313,89.0,619225.0,United Methodist Community House,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15760,Grand Rapids,nan,105248.0,5.24,CEO,33959.0,78.68,107515,1531119,21261.0,83.03,0,1279953,MI,929805,Human Services,Social Services
5314,96.0,8462615.0,United Nations Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5547,Washington,nan,355243.0,0.3,"President, CEO",-19381355.0,87.5,6162157,296473570,5310429.0,90.71,0,102415847,DC,91759666,International,"International Peace, Security, and Affairs"
5315,92.0,1240529.0,United Board for Christian Higher Education in Asia,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9883,New York,nan,304884.0,4.49,President,8585209.0,73.24,740520,116403681,12723765.0,80.25,0,4795387,NY,2637880,Religion,Religious Activities
5316,96.0,55655.0,United Arts Council of Raleigh and Wake County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15826,Raleigh,nan,78012.0,5.71,President,14164.0,83.16,172287,695902,-10604.0,87.76,0,1136046,NC,1359299,"Arts, Culture, Humanities",Performing Arts
5317,97.0,107591.0,United Arts of Central Florida,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5568,Maitland,nan,167380.0,2.85,"President, CEO",470677.0,78.17,539950,2237427,3173.0,84.41,0,5219554,FL,5241308,"Arts, Culture, Humanities",Performing Arts
5318,81.0,87707.0,United Arts Council of Greater Greensboro,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15825,Greensboro,nan,121901.0,4.69,President/CEO,-490819.0,97.5,120060,2294072,28985.0,86.44,0,2387148,NC,1814425,"Arts, Culture, Humanities",Performing Arts
5319,100.0,222511.0,United Ability,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5618,Birmingham,nan,104438.0,0.92,Executive Director,-153824.0,94.55,458385,38638201,278562.0,96.14,0,10561656,AL,7609980,Health,"Diseases, Disorders, and Disciplines"
5320,96.0,1026320.0,Unitarian Universalist Service Committee,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4599,Cambridge,nan,201478.0,2.03,"President, CEO",-1053130.0,96.41,737173,25719816,575892.0,96.19,0,8133079,MA,8141734,International,"International Peace, Security, and Affairs"
5321,96.0,1873000.0,"Union Rescue Mission, Los Angeles",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4597,Los Angeles,nan,100930.0,0.45,Chief Executive Officer,3974000.0,84.13,3324000,31187000,592000.0,88.42,0,16804000,CA,24990000,Human Services,Homeless Services
5322,96.0,983769.0,Union Station Homeless Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7996,Pasadena,nan,209394.0,2.61,Chief Executive Officer,-1018190.0,90.01,839226,17343832,389847.0,92.39,0,6187085,CA,6602043,Human Services,Homeless Services
5323,96.0,212198.0,Walking Mountains Science Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12985,Avon,nan,105853.0,3.45,President,1975163.0,97.35,258097,13709413,16137.0,96.6,0,2592641,CO,4104835,Education,Youth Education Programs and Services
5324,93.0,635033.0,United Friends of the Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6465,Los Angeles,nan,80965.0,1.12,"President, CEO",85091.0,96.27,561959,7195665,23713.0,94.39,0,6031367,CA,7289737,Human Services,"Youth Development, Shelter, and Crisis Services"
5325,62.0,576786.0,Walker Cancer Research Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5417,Aberdeen,nan,146500.0,1.72,President,-575851.0,0.0,7478689,8861626,14002.0,24.35,0,452184,MD,7734959,Health,"Diseases, Disorders, and Disciplines"
5326,84.0,39653.0,United American Patriots,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16964,Kernersville,nan,,,President,-74567.0,90.0,47951,270048,290.0,86.65,0,1762082,NC,1774829,Human Services,Social Services
5327,82.0,4915367.0,Walker Art Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8227,Minneapolis,nan,496355.0,1.9,Executive Director,-583730.0,91.53,1233747,290865672,3874172.0,85.93,0,19857541,MN,17138539,"Arts, Culture, Humanities",Museums
5328,96.0,791187.0,Walk Thru the Bible,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4708,Peachtree Corners,nan,186346.0,4.48,"President, CEO",-974562.0,64.69,639023,853868,234404.0,74.87,0,2724800,GA,2732348,Religion,Religious Media and Broadcasting
5329,89.0,817726.0,The W. Haywood Burns Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16544,Oakland,nan,232590.0,6.35,"Executive Director, President",964348.0,80.56,123132,2099887,32230.0,84.2,0,2719418,CA,4223633,Human and Civil Rights,Advocacy and Education
5330,89.0,484316.0,Wakeman Boys & Girls Club,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14887,Southport,nan,145957.0,5.89,Executive Director,-343104.0,83.42,214447,12019295,121057.0,85.93,0,1775865,CT,1432038,Human Services,"Youth Development, Shelter, and Crisis Services"
5331,89.0,2141450.0,Wadsworth Atheneum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4705,Hartford,nan,40000.0,0.32,Chief Executive Officer,-4336232.0,89.23,530841,128178962,2767839.0,89.11,0,9728758,CT,4275730,"Arts, Culture, Humanities",Museums
5332,100.0,362337.0,Walden Woods Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11062,Lincoln,nan,105500.0,5.74,Executive Director,406261.0,91.59,71494,27764801,388437.0,94.05,0,1404024,MA,1855679,Environment,Environmental Protection and Conservation
5333,55.0,102112.0,"Union Rescue Mission, Little Rock",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10179,Little Rock,nan,,,Executive Director,-384025.0,72.92,436852,2203738,39745.0,62.86,0,797200,AR,906845,Human Services,Homeless Services
5334,96.0,1284014.0,Union of Concerned Scientists,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5970,Cambridge,nan,275618.0,0.86,President,-1444168.0,88.14,5409556,38356865,764616.0,91.14,0,25176350,MA,29661136,Environment,Environmental Protection and Conservation
5335,71.0,450785.0,Union Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9835,Charleston,nan,56102.0,0.82,"President, CEO",446977.0,94.03,675761,4471752,341330.0,79.06,0,5635811,WV,6868004,Human Services,Homeless Services
5336,89.0,590125.0,Union Mission Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8983,Norfolk,nan,48103.0,0.63,Executive Director,446257.0,82.5,1388464,12715263,305523.0,85.38,0,5565497,VA,6952668,Human Services,Homeless Services
5337,89.0,369305.0,Union League Boys & Girls Clubs,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14421,Chicago,nan,227027.0,4.98,"President, CEO",3899466.0,99.68,339755,24931835,385259.0,92.21,0,3847816,IL,8055290,Human Services,"Youth Development, Shelter, and Crisis Services"
5338,78.0,420680.0,"Union Gospel Mission, Sacramento",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5839,Sacramento,nan,83906.0,2.52,Executive Director,241174.0,76.03,777964,3686270,25271.0,76.99,0,2118395,CA,3532942,Human Services,Homeless Services
5339,96.0,1732935.0,Union Gospel Mission Twin Cities,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7018,St. Paul,nan,159565.0,1.01,Chief Executive Officer,-923417.0,80.87,2827103,20512987,50384.0,86.18,0,11095080,MN,13760511,Human Services,Homeless Services
5340,89.0,389688.0,Union Gospel Mission of Tarrant County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4596,Fort Worth,nan,148409.0,2.05,"President, CEO",-1142448.0,90.61,1021208,30453017,1749782.0,89.77,5558,5826047,TX,4200760,Human Services,Homeless Services
5341,78.0,102772.0,Union Gospel Mission of Grays Harbor,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10464,Aberdeen,nan,53484.0,6.01,Executive Director,47034.0,81.94,119148,1467576,84861.0,79.87,0,666617,WA,850710,Human Services,Homeless Services
5342,93.0,1851308.0,UnidosUS,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4171,Washington,nan,459642.0,1.35,"President, CEO",2742625.0,90.82,1422022,60427389,1413312.0,91.83,0,30643351,DC,29124444,Human and Civil Rights,Advocacy and Education
5343,96.0,257919.0,ULI Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6080,Washington,nan,,,CEO,-1236907.0,91.53,485859,45841964,849187.0,93.37,0,5822668,DC,4480352,Community Development,Housing and Neighborhood Development
5344,96.0,25554000.0,UJA-Federation of New York,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4606,New York,nan,530000.0,0.22,Chief Executive Officer,-12161000.0,79.17,28991000,1079376000,46696000.0,85.0,0,181002000,NY,175930000,Community Development,Jewish Federations
5345,85.0,443721.0,Ukrainian Catholic Education Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5275,Chicago,nan,,,Chief Operating Officer,902827.0,89.61,340512,11662669,343355.0,87.09,0,3057664,IL,4401369,Religion,Religious Activities
5346,89.0,206521.0,UJA Federation of Greenwich,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5948,Greenwich,nan,207522.0,9.61,Executive Director,-102084.0,81.59,140213,1060941,66699.0,84.83,0,1812382,CT,1880266,Community Development,Jewish Federations
5347,92.0,8302556.0,UNCF,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4614,Washington,nan,582792.0,0.31,"President, CEO",-103960410.0,92.0,13069319,720963924,25716909.0,92.0,0,162453222,DC,53952100,Education,Scholarship and Financial Support
5348,89.0,1648604.0,Uncommon Schools,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13079,New York,nan,289323.0,0.61,CEO,2608454.0,90.0,998859,31772885,412316.0,89.48,0,44558446,NY,16458880,Education,Scholarship and Financial Support
5349,43.0,16543.0,UConn Alumni Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14048,Storrs,nan,,,Executive Director,-388891.0,81.9,33549,3307682,24067.0,57.71,0,428530,CT,53314,Education,Scholarship and Financial Support
5350,88.0,116054.0,The Ulman Cancer Fund for Young Adults,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16904,Baltimore,nan,125060.0,4.48,Executive Director,727814.0,87.07,228835,1287402,231131.0,87.52,0,2444466,MD,3286038,Health,Patient and Family Support
5351,74.0,336661.0,UCP Wheels for Humanity,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10370,Chatsworth,nan,104028.0,2.08,Executive Director,455658.0,94.04,125767,5397029,199290.0,81.13,0,4516900,CA,4444828,International,Development and Relief Services
5352,89.0,176787.0,U.S. Ski and Snowboard Team Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7363,Park City,nan,90053.0,0.77,Chief Executive Officer,71256.0,79.91,1512840,1690505,-394807.0,83.8,0,9867106,UT,12022796,Human Services,Multipurpose Human Service Organizations
5353,72.0,187422.0,"U.S., Inc.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9886,Petoskey,nan,142780.0,7.76,Executive Director,66611.0,80.1,199514,1605130,14456.0,75.7,0,1451660,MI,1875337,Research and Public Policy,Social and Public Policy Research
5354,74.0,404582.0,U.S. PIRG Education Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5433,Boston,nan,62031.0,2.87,Executive Director,-748467.0,85.05,95221,4812561,427491.0,78.79,0,1656176,MA,891594,Human and Civil Rights,Advocacy and Education
5355,89.0,441251.0,U.S. Dream Academy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9918,Columbia,nan,148013.0,5.75,"President, Founder",-158612.0,68.27,342213,931391,-148504.0,76.25,0,1790402,MD,2563758,Human Services,Children's and Family Services
5356,89.0,256224.0,Voto Latino,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16366,Washington,nan,162043.0,3.93,President and CEO,-688979.0,90.0,235124,376578,0.0,89.48,0,3625901,DC,3428270,Human and Civil Rights,Advocacy and Education
5357,74.0,768456.0,The Voter Participation Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14639,Washington,nan,190000.0,4.09,"President, CEO",-2352146.0,78.91,579978,1258258,1854.0,76.32,0,3294216,DC,2288650,Human and Civil Rights,Advocacy and Education
5358,62.0,233912.0,VSS Catholic Communications,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14132,Omaha,nan,130773.0,7.2,General Manager,157954.0,82.49,318527,5725780,14366.0,70.41,0,1263367,NE,1959394,Religion,Religious Media and Broadcasting
5359,100.0,3966152.0,Unbound,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3502,Kansas City,nan,184856.0,0.15,Chief Executive Officer,1560300.0,88.98,5029681,39910279,792093.0,92.2,0,112978583,KS,122382864,International,Development and Relief Services
5360,85.0,867439.0,U.S. Navy Memorial Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4685,Washington,nan,137195.0,2.68,"President, CEO",-228568.0,50.0,1861501,2055614,31346.0,63.08,0,2378098,DC,4305343,"Arts, Culture, Humanities",Museums
5361,97.0,15275852.0,UNICEF USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4617,New York,nan,537682.0,0.09,"President, CEO",8023016.0,78.13,42906003,125384384,3035351.0,84.39,8488361,502999575,NY,566169095,International,"International Peace, Security, and Affairs"
5362,66.0,84269.0,Volunteers for Inter-American Development Assistance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5638,Emeryville,nan,147000.0,0.62,Executive Director,504576.0,91.32,99528,769315,-957.0,75.18,0,23494724,CA,24184054,International,Humanitarian Relief Supplies
5363,100.0,251812.0,Umoja Student Development Corporation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15754,Chicago,nan,118735.0,4.86,Chief Executive Officer,160249.0,86.94,212800,2127278,1047.0,90.76,0,1976391,IL,2073136,Education,Youth Education Programs and Services
5364,96.0,93252.0,Volunteers in Medicine Hilton Head Island,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6279,Hilton Head Island,nan,166870.0,4.02,Executive Director,302056.0,100.0,180361,8296598,479302.0,97.17,0,3872522,SC,3724100,Health,Treatment and Prevention Services
5365,85.0,175158.0,Volunteer Ministry Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10651,Knoxville,nan,70800.0,4.36,CEO,-122148.0,87.5,69009,5873826,298567.0,86.19,0,1376086,TN,1176486,Human Services,Homeless Services
5366,100.0,200797.0,"Volunteers In Medicine Clinic, Oregon",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10428,Springfield,nan,79111.0,4.15,Executive Director,343676.0,81.07,273919,2395326,-7367.0,86.61,0,1428704,OR,2254463,Health,Treatment and Prevention Services
5367,93.0,163076.0,Volunteers Enlisted to Assist People,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13683,Bloomington,nan,101934.0,1.06,CEO,-185901.0,90.0,150256,1908443,367788.0,91.36,0,9226973,MN,8911953,Human Services,"Food Banks, Food Pantries, and Food Distribution"
5368,85.0,176766.0,Volunteer Lawyers Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14282,Minneapolis,nan,88742.0,7.27,Executive Director,-33554.0,92.84,80775,740454,-3698.0,88.24,0,961949,MN,1186626,Human and Civil Rights,Advocacy and Education
5369,96.0,306662.0,"Voices For Children Foundation, Inc.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10386,Miami,nan,190054.0,7.42,CEO,38543.0,86.7,206522,1953172,-150558.0,90.17,0,2044988,FL,2747273,Human Services,Children's and Family Services
5370,88.0,358894.0,"Voices for Children, MO",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16458,St. Louis,nan,,,Interim Executive Director,106865.0,69.11,294111,1295186,-30056.0,76.56,0,1093313,MO,1811184,Human Services,Children's and Family Services
5371,88.0,409497.0,Voices for Illinois Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10800,Chicago,nan,108005.0,4.26,President,-297042.0,86.4,242300,1111198,47385.0,87.17,0,1880810,IL,1067473,Human Services,Children's and Family Services
5372,96.0,203610.0,"Voices for Children, CA",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11424,San Diego,nan,206848.0,3.83,"President, CEO",289195.0,84.22,628516,1625123,-80863.0,88.48,0,4568338,CA,5770522,Human Services,Children's and Family Services
5373,96.0,184013.0,VocalEssence,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14264,Minneapolis,nan,119600.0,6.34,Executive Director,-224053.0,92.48,246954,4110912,178066.0,93.97,0,1453156,MN,1228879,"Arts, Culture, Humanities",Performing Arts
5374,89.0,992800.0,Vogel Alcove,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10534,Dallas,nan,193000.0,3.38,"President, CEO",-858384.0,67.84,856642,-518069,13051.0,75.96,0,3859840,TX,4809637,Human Services,Homeless Services
5375,89.0,2678880.0,VMI Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13507,Lexington,nan,294439.0,1.46,Chief Executive Officer,-2168569.0,81.7,2609097,304049519,2880255.0,84.9,0,14752944,VA,14992097,Education,Scholarship and Financial Support
5376,100.0,720506.0,Vital Voices Global Partnership,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8758,Washington,nan,204750.0,2.07,"President, CEO",-3366692.0,83.81,772594,4691687,-492921.0,88.55,0,8377586,DC,6996915,International,Development and Relief Services
5377,100.0,1683700.0,Vitamin Angels,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10717,Santa Barbara,nan,236350.0,0.31,President,5369947.0,97.5,3511253,46409501,22374.0,98.23,0,70932213,CA,81474739,International,Humanitarian Relief Supplies
5378,84.0,253108.0,Visually Impaired Preschool Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15376,Louisville,nan,95630.0,5.07,Executive Director,-60993.0,88.95,182757,2786553,-553.0,86.25,0,1450218,KY,1304509,Education,Special Education
5379,96.0,257578.0,Vitae Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5349,Jefferson City,nan,129050.0,4.16,Director,-463325.0,86.71,306933,573056,-207085.0,90.18,0,2531531,MO,2839802,"Arts, Culture, Humanities",Public Broadcasting and Media
5380,93.0,569714.0,VisionSpring,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11445,New York,nan,80277.0,2.85,Chief Executive Officer,558649.0,83.01,372464,4291071,-11994.0,87.0,0,1874467,NY,3387288,International,Development and Relief Services
5381,89.0,194595.0,visionSynergy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15654,Seattle,nan,105116.0,9.54,CEO,-477472.0,74.12,146679,502606,12315.0,80.11,0,760544,WA,606368,Religion,Religious Activities
5382,100.0,728899.0,VisionCorps,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17599,Lancaster,nan,152557.0,1.91,"President, CEO",1088475.0,88.58,172375,23492591,7710187.0,91.92,0,7050998,PA,1330560,Human Services,Social Services
5383,93.0,88370.0,Vision New England,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4873,Sanford ,nan,47500.0,5.25,Executive Director,-39037.0,92.67,51568,4593659,188280.0,92.83,0,763921,ME,487120,Religion,Religious Activities
5384,96.0,300448.0,Vision House,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14979,Renton,nan,85731.0,2.41,Executive Director,270777.0,93.71,356999,9037719,-63250.0,94.72,0,2890715,WA,2403653,Human Services,Homeless Services
5385,92.0,628052.0,Visalia Rescue Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10923,Visalia,nan,,,nan,393809.0,85.33,262512,3154676,589893.0,88.18,0,6264547,CA,4596509,Human Services,Homeless Services
5386,89.0,1368655.0,Virginia Symphony Orchestra,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14176,Norfolk,nan,165557.0,2.71,President,94465.0,67.18,275659,-2560606,74542.0,75.52,0,4456196,VA,3765148,"Arts, Culture, Humanities",Performing Arts
5387,100.0,182399.0,Virginia Peninsula Foodbank,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8594,Hampton,nan,111926.0,0.55,Chief Executive Officer,155206.0,96.22,520340,12357430,217698.0,97.32,0,19592263,VA,19603399,Human Services,"Food Banks, Food Pantries, and Food Distribution"
5388,89.0,3183051.0,Virginia Museum of Fine Arts Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4696,Richmond,nan,355197.0,1.39,Executive Director,13025948.0,91.58,997314,223690205,14125232.0,90.2,0,21337726,VA,24295732,"Arts, Culture, Humanities",Museums
5389,100.0,4482427.0,Vista Del Mar Child and Family Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4697,Los Angeles,nan,174143.0,0.41,Interim President,-1426208.0,89.89,1279609,54993029,372073.0,92.85,0,36129187,CA,38795837,Human Services,Children's and Family Services
5390,54.0,1561274.0,Virginia Opera,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8362,Norfolk,nan,175212.0,3.08,CEO,380407.0,53.94,380766,-1140993,761310.0,53.96,0,3740067,VA,3693898,"Arts, Culture, Humanities",Performing Arts
5391,89.0,524535.0,Virginia Living Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9586,Newport News,nan,113130.0,2.33,Executive Director,197007.0,93.51,187988,19305422,166622.0,90.96,0,4136820,VA,3194880,"Arts, Culture, Humanities",Museums
5392,89.0,481835.0,Virginia Museum of Contemporary Art,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8347,Virginia Beach,nan,93796.0,3.93,Executive Director,-340208.0,74.4,334638,1906621,323040.0,80.29,0,1565917,VA,1235410,"Arts, Culture, Humanities",Museums
5393,86.0,954535.0,Virginia Mason Health System,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5769,Seattle,nan,,,CEO,1309772.0,83.74,2256182,39073845,1209328.0,84.82,0,10794454,WA,14105615,Health,Treatment and Prevention Services
5394,92.0,543953.0,Virginia Legal Aid Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14363,Lynchburg,nan,114566.0,3.56,Executive Director,63507.0,93.45,140064,2064170,58476.0,92.68,0,2525246,VA,3214294,Human and Civil Rights,Advocacy and Education
5395,89.0,470600.0,Virginia Foundation for Independent Colleges,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10909,Richmond,nan,106634.0,3.52,Chief Operating Officer,-11186.0,84.17,219889,26359771,1476547.0,86.36,0,2333479,VA,1536235,Education,Scholarship and Financial Support
5396,97.0,1529007.0,Virginia Historical Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4695,Richmond,nan,167024.0,1.79,President and CEO,-2487427.0,86.96,935724,82523985,874118.0,90.53,0,6817091,VA,5439669,"Arts, Culture, Humanities","Libraries, Historical Societies and Landmark Preservation"
